Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Twitter,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
CU,корейские магазины,Косметика и парфюмерия; Быстрое питание; Магазины азиатских продуктов; Продукты быстрого приготовления; Диетические продукты; Супермаркеты; Продажа кофе,"улица Каныша Сатпаева, 22",,050013,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,235,87273133817,,,,,,,https://instagram.com/cu_kazakhstan,,,,,,,,,,,,43.236897,76.929764,https://2gis.com/firm/70000001092767620,branch
CU,корейские магазины,Косметика и парфюмерия; Быстрое питание; Магазины азиатских продуктов; Продукты быстрого приготовления; Диетические продукты; Супермаркеты; Продажа кофе,"улица Розыбакиева, 343 блок 5",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,138,87273133924,,,,,,,https://instagram.com/cu_kazakhstan,,,,,,,,,,,,43.207429,76.895624,https://2gis.com/firm/70000001092718779,branch
CU,корейские магазины,Косметика и парфюмерия; Быстрое питание; Магазины азиатских продуктов; Продукты быстрого приготовления; Диетические продукты; Супермаркеты; Продажа кофе,"улица Навои, 39 блок 12",,050042,Таугуль-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 00:20-23:40; Вт: 00:20-23:40; Ср: 00:20-23:40; Чт: 00:20-23:40; Пт: 00:20-23:40; Сб: 00:20-23:40; Вс: 00:20-23:40,+05:00,4.7,135,87273390861,,,,,,,https://instagram.com/cu_kazakhstan,,,,,,,,,,,,43.215804,76.880797,https://2gis.com/firm/70000001092718742,branch
CU,корейские магазины,Косметика и парфюмерия; Быстрое питание; Магазины азиатских продуктов; Продукты быстрого приготовления; Диетические продукты; Супермаркеты; Продажа кофе,"проспект Достык, 109",,050051,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,168,87273133932,,,,,,,https://instagram.com/cu_kazakhstan,,,,,,,,,,,,43.223605,76.962246,https://2gis.com/firm/70000001092718680,branch
CU,корейские магазины,Косметика и парфюмерия; Быстрое питание; Магазины азиатских продуктов; Продукты быстрого приготовления; Диетические продукты; Супермаркеты; Продажа кофе,"улица Панфилова, 113",,050000,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,248,87273133804,,,,,,,https://instagram.com/cu_kazakhstan,,,,,,,,,,,,43.259176,76.94412,https://2gis.com/firm/70000001091365026,branch
CU,корейские магазины,Косметика и парфюмерия; Быстрое питание; Супермаркеты; Диетические продукты; Продажа кофе; Продукты быстрого приготовления; Магазины азиатских продуктов,"проспект Жибек Жолы, 39",,050002,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,267,87273133804,87273133815,,,,,,https://instagram.com/cu_kazakhstan,,,,,,,,,,,,43.263113,76.958034,https://2gis.com/firm/70000001090340522,branch
CU,корейские магазины,Косметика и парфюмерия; Быстрое питание; Магазины азиатских продуктов; Продукты быстрого приготовления; Диетические продукты; Супермаркеты; Продажа кофе,"Богенбай батыра улица, 148",,050012,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.9,192,87273133921,,,,,,,https://instagram.com/cu_kazakhstan,,,,,,,,,,,,43.252322,76.935382,https://2gis.com/firm/70000001089222765,branch
CU,корейские магазины,Косметика и парфюмерия; Быстрое питание; Магазины азиатских продуктов; Продукты быстрого приготовления; Диетические продукты; Супермаркеты; Продажа кофе,"проспект Гагарина, 287 блок Б",1 этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,310,87273398755,,,,,,,https://instagram.com/cu_kazakhstan,,,,,,,,,,,,43.204918,76.898672,https://2gis.com/firm/70000001089189015,branch
CU,корейские магазины,Косметика и парфюмерия; Магазины азиатских продуктов; Продукты быстрого приготовления; Продажа кофе; Быстрое питание; Диетические продукты; Супермаркеты; Продуктовые магазины,"проспект Абая, 10",,050021,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,474,87273133809,,,,,,,https://instagram.com/cu_kazakhstan,,,,,,,,,,,,43.242183,76.946582,https://2gis.com/firm/70000001086700656,branch
CU,корейские магазины,Косметика и парфюмерия; Быстрое питание; Магазины азиатских продуктов; Продукты быстрого приготовления; Диетические продукты; Супермаркеты; Продажа кофе,"проспект Абылай хана, 103",,050000,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.9,425,87273133879,,,,,,,https://instagram.com/cu_kazakhstan,,,,,,,,,,,,43.254166,76.941252,https://2gis.com/firm/70000001084337921,branch
CU,корейские магазины,Косметика и парфюмерия; Быстрое питание; Магазины азиатских продуктов; Продукты быстрого приготовления; Диетические продукты; Супермаркеты; Продажа кофе,"улица Кунаева, 43",1 этаж,050004,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,297,87273133807,,,,,,,https://instagram.com/cu_kazakhstan,,,,,,,,,,,,43.262638,76.948964,https://2gis.com/firm/70000001084337868,branch
Dari parfume,,Косметика и парфюмерия,"проспект Абылай хана, 46",1 этаж,040901,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+05:00,5.0,38,87477322190,,,,,,,,,,,,,,,,,,,43.201716,76.638864,https://2gis.com/firm/70000001093568196,branch
Daruland,торговая компания,Косметика и парфюмерия; БАДы; Бытовая химия,"проспект Назарбаева, 240",1 этаж,050059,Самал-2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.9,78,87751548785,,,,,,,https://instagram.com/daruland.kz,,,,https://wa.me/77751548785,,,,https://t.me/daruland,,,,43.229551,76.950327,https://2gis.com/firm/70000001089470712,branch
Das parfum,бутик парфюмерии,Косметика и парфюмерия; Ароматовары,"улица Масанчи, 23/12",цокольный этаж; на выходе из Магнума,050000,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:30-22:00; Вт: 10:30-22:00; Ср: 10:30-22:00; Чт: 10:30-22:00; Пт: 10:30-22:00; Сб: 10:30-22:00; Вс: 10:30-22:00,+05:00,4.9,31,87010708734,,,,,,,https://instagram.com/dasparfum.eu,,,,https://wa.me/77010708734,,,,https://t.me/+77010708734,,,,43.259024,76.927405,https://2gis.com/firm/70000001061205719,branch
Das parfum,бутик парфюмерии,Косметика и парфюмерия; Ароматовары,"микрорайон Самал-3, 1",1 этаж,050059,Самал-3 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.5,26,87475543791,,,,,,,https://instagram.com/dasparfum_ritz_,,,,https://wa.me/77475543791,,,,,,,,43.22794,76.959364,https://2gis.com/firm/70000001055393139,branch
David walker,бутик парфюмерии,Косметика и парфюмерия; Ароматовары,"Кабдолова улица, 1/4",6 блок,050062,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.8,22,87012227990,87053996681,,,,,,https://instagram.com/davidwalker_kz,,,,https://wa.me/77053996681,https://wa.me/77012227990,,,,,,,43.237661,76.850066,https://2gis.com/firm/70000001097383046,branch
DBrand,бутик корейской косметики,Косметика и парфюмерия,"Ташкентский тракт, 17к",1 этаж,040916,,,Алматы,Карасайский район,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,3.1,10,87759666764,,,,,,,https://instagram.com/dbrand_cosmetics,,,,https://wa.me/77759666764,,,,,,,,43.234764,76.778259,https://2gis.com/firm/70000001055862345,branch
Dien kz,магазин косметики и парфюмерий,Косметика и парфюмерия; БАДы; Средства гигиены,"улица Кунаева, 21",AG-21 бутик; цокольный этаж,050016,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.6,59,87089371271,87007006218,,,,,,https://instagram.com/dien_kz,,,,https://wa.me/77089371271,https://wa.me/77007006218,,,,,,,43.267267,76.947695,https://2gis.com/firm/70000001035221279,branch
Dii aroma,островок парфюмерии,Косметика и парфюмерия,"улица Тимирязева, 42 к3",1 этаж,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,5.0,28,87076286500,,,,,,,https://instagram.com/Dii_aroma,,,,https://wa.me/77076286500,,,,,,,,43.225253,76.908047,https://2gis.com/firm/70000001115594971,branch
